Title,Source,Time,Link,Keywords
Alberta’s and Calgary’s inflation rates top the nation: Statistics Canada,Global News,2024-02-20,https://news.google.com/articles/CBMiTWh0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzEwMzA1ODU0L2FsYmVydGEtY2FsZ2FyeS1pbmZsYXRpb24tcmF0ZXMtamFuLTIwMjQv0gFRaHR0cHM6Ly9nbG9iYWxuZXdzLmNhL25ld3MvMTAzMDU4NTQvYWxiZXJ0YS1jYWxnYXJ5LWluZmxhdGlvbi1yYXRlcy1qYW4tMjAyNC9hbXAv?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"Canada's inflation rate slows more than expected, raising odds of Bank of Canada rate cut in June",Financial Post,2024-03-19,https://news.google.com/articles/CBMiVmh0dHBzOi8vZmluYW5jaWFscG9zdC5jb20vbmV3cy9lY29ub215L2NhbmFkYXMtaW5mbGF0aW9uLXJhdGUtc2xvd3MtbW9yZS10aGFuLWV4cGVjdGVk0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Assessing the effects of higher immigration on the Canadian economy and inflation,Bank of Canada,2023-12-07,https://news.google.com/articles/CBMiQmh0dHBzOi8vd3d3LmJhbmtvZmNhbmFkYS5jYS8yMDIzLzEyL3N0YWZmLWFuYWx5dGljYWwtbm90ZS0yMDIzLTE3L9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Fight against inflation in Canada could hit a turning point in 2024,CTV News,2023-12-24,https://news.google.com/articles/CBMie2h0dHBzOi8vd3d3LmN0dm5ld3MuY2EvcG9saXRpY3MvbW9yZS1jYW5hZGlhbnMtdG8tZmVlbC1waW5jaC1vZi1oaWdoLXJhdGVzLWluLTIwMjQtbWFraW5nLXdheS1mb3ItbG93ZXItaW5mbGF0aW9uLTEuNjcwMDQxOdIBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"Bank of Canada maintains policy rate, continues quantitative tightening",Bank of Canada,2024-01-24,https://news.google.com/articles/CBMiQWh0dHBzOi8vd3d3LmJhbmtvZmNhbmFkYS5jYS8yMDI0LzAxL2ZhZC1wcmVzcy1yZWxlYXNlLTIwMjQtMDEtMjQv0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
What Canadians think about interest rates and inflation,Abacus Data,2023-08-03,https://news.google.com/articles/CBMiTmh0dHBzOi8vYWJhY3VzZGF0YS5jYS93aGF0LWNhbmFkaWFucy10aGluay1hYm91dC1pbnRlcmVzdC1yYXRlcy1hbmQtaW5mbGF0aW9uL9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Inflation holds at 3.1% in November as progress in tamping down price growth stalls,CP24,2023-12-19,https://news.google.com/articles/CBMijwFodHRwczovL3d3dy5jcDI0LmNvbS9uZXdzL2NhbmFkYS1zLWFubnVhbC1pbmZsYXRpb24tcmF0ZS1ob2xkcy1zdGVhZHktYXQtMy0xLXBlci1jZW50LWluLW5vdmVtYmVyLTEuNjY5MzI1MD9jYWNoZT14dWFmYWdnd25zZiUzRmF1dG9QbGF5JTNEdHJ1ZdIBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Food inflation is cooling. But expect to feel a ‘pinch’ for holiday dinners,Global News,2023-12-19,https://news.google.com/articles/CBMiQ2h0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzEwMTc5MDg1L2NhbmFkYS1pbmZsYXRpb24tbm92ZW1iZXItMjAyMy_SAUdodHRwczovL2dsb2JhbG5ld3MuY2EvbmV3cy8xMDE3OTA4NS9jYW5hZGEtaW5mbGF0aW9uLW5vdmVtYmVyLTIwMjMvYW1wLw?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Surge in newcomers putting pressure on inflation via housing demand: BoC official,CBC.ca,2023-12-07,https://news.google.com/articles/CBMiWWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS93aW5kc29yL3dpbmRzb3ItYmFuay1vZi1jYW5hZGEtaW5mbGF0aW9uLWhvdXNpbmctMS43MDUyODI50gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjcwNTI4Mjk?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
The Daily Chase: Canada’s inflation rate falls to 2.9%,BNN Bloomberg,2024-02-20,https://news.google.com/articles/CBMiW2h0dHBzOi8vd3d3LmJubmJsb29tYmVyZy5jYS90aGUtZGFpbHktY2hhc2UtY2FuYWRhLXMtaW5mbGF0aW9uLXJhdGUtZmFsbHMtYmVsb3ctMy0xLjIwMzY4MjTSAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"Canada's inflation eases in October, likely closing door on more rate hikes",Reuters,2023-11-21,https://news.google.com/articles/CBMibmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvY2FuYWRhcy1pbmZsYXRpb24tcmF0ZS1lYXNlcy1tb3JlLXRoYW4tZXhwZWN0ZWQtb2N0b2Jlci1nYXMtcHJpY2VzLTIwMjMtMTEtMjEv0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
TD economist on why U.S. inflation is slowing faster than Canada's,BNN Bloomberg,2024-01-26,https://news.google.com/articles/CBMicGh0dHBzOi8vd3d3LmJubmJsb29tYmVyZy5jYS9jZW50cmFsLWJhbmstbWFuZGF0ZXMtaGF2ZS1jYW5hZGlhbi1pbmZsYXRpb24taGlnaGVyLXRoYW4tdS1zLXRkLWVjb25vbWlzdC0xLjIwMjcyMDbSAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
October inflation rate slows to 3.1%,CP24,2023-11-21,https://news.google.com/articles/CBMicmh0dHBzOi8vd3d3LmNwMjQuY29tL25ld3Mvc3RhdGlzdGljcy1jYW5hZGEtc2F5cy1hbm51YWwtaW5mbGF0aW9uLXJhdGUtc2xvd2VkLXRvLTMtMS1pbi1vY3RvYmVyLTEuNjY1MzY3MD9jYWNoZT0zMtIBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Why is Canada's inflation rate rising,CTV News Winnipeg,2023-09-19,https://news.google.com/articles/CBMiaWh0dHBzOi8vd2lubmlwZWcuY3R2bmV3cy5jYS93aGF0LWlzLWNhdXNpbmctY2FuYWRhLXMtaW5mbGF0aW9uLXJhdGUtdG8tcmlzZS1hbi1leHBlcnQtd2VpZ2hzLWluLTEuNjU2ODI2MNIBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canada annual inflation rate edges down to 3.8% in September,Reuters,2023-10-17,https://news.google.com/articles/CBMiYGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvY2FuYWRhLWFubnVhbC1pbmZsYXRpb24tcmF0ZS1lZGdlcy1kb3duLTM4LXNlcHRlbWJlci0yMDIzLTEwLTE3L9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"Bank of Canada holds key interest rate at 5% again, saying it's still too soon for rate cuts",CBC.ca,2024-03-06,https://news.google.com/articles/CBMiUGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL2Jhbmstb2YtY2FuYWRhLW1hcmNoLTYtaW50ZXJlc3QtcmF0ZXMtMS43MTM1MTk40gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjcxMzUxOTg?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Consumer Price Index and Inflation Perceptions in Canada: Can measurement approaches or behavioural factors ...,Statistique Canada,2022-01-19,https://news.google.com/articles/CBMiRGh0dHBzOi8vd3d3MTUwLnN0YXRjYW4uZ2MuY2EvbjEvcHViLzYyZjAwMTRtLzYyZjAwMTRtMjAyMTAxNy1lbmcuaHRt0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canada - Inflation rate 1987-2028,Statista,2023-11-02,https://news.google.com/articles/CBMiRGh0dHBzOi8vd3d3LnN0YXRpc3RhLmNvbS9zdGF0aXN0aWNzLzI3MTI0Ny9pbmZsYXRpb24tcmF0ZS1pbi1jYW5hZGEv0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Consumer Price Index Personal Inflation Calculator,Statistique Canada,2023-11-30,https://news.google.com/articles/CBMiRGh0dHBzOi8vd3d3MTUwLnN0YXRjYW4uZ2MuY2EvbjEvcHViLzcxLTYwNy14LzcxLTYwNy14MjAyMDAxNS1lbmcuaHRt0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canada's inflation rate rises to new 30-year high of 4.8%,CBC News,2022-01-19,https://news.google.com/articles/CBMiO2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL2luZmxhdGlvbi1jYW5hZGEtMS42MzIwMDg10gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjYzMjAwODU?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canada's inflation rate rises to 5.1% — highest since 1991,CBC News,2022-02-16,https://news.google.com/articles/CBMiQ2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL2NhbmFkYS1pbmZsYXRpb24tamFudWFyeS0xLjYzNTM0NjTSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNjM1MzQ2NA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"Analysis in Brief Analysis on business expectations of rising prices in Canada, third quarter of 2022",Statistique Canada,2022-09-12,https://news.google.com/articles/CBMiRGh0dHBzOi8vd3d3MTUwLnN0YXRjYW4uZ2MuY2EvbjEvcHViLzExLTYyMS1tLzExLTYyMS1tMjAyMjAxOC1lbmcuaHRt0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
The naked eye versus the CPI: How does our perception of inflation stack up against the data? - Statistics Canada,Statistique Canada,2022-01-19,https://news.google.com/articles/CBMicmh0dHBzOi8vd3d3LnN0YXRjYW4uZ2MuY2EvbzEvZW4vcGx1cy8yNTYtbmFrZWQtZXllLXZlcnN1cy1jcGktaG93LWRvZXMtb3VyLXBlcmNlcHRpb24taW5mbGF0aW9uLXN0YWNrLWFnYWluc3QtZGF0YdIBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Firms' inflation expectations and price-setting behaviour in Canada: Evidence from a business survey,Bank of Canada,2023-02-27,https://news.google.com/articles/CBMiQWh0dHBzOi8vd3d3LmJhbmtvZmNhbmFkYS5jYS8yMDIzLzAyL3N0YWZmLWFuYWx5dGljYWwtbm90ZS0yMDIzLTMv0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Monetary policy: It's perfectly imperfect,Bank of Canada,2024-02-06,https://news.google.com/articles/CBMiSGh0dHBzOi8vd3d3LmJhbmtvZmNhbmFkYS5jYS8yMDI0LzAyL21vbmV0YXJ5LXBvbGljeS1wZXJmZWN0bHktaW1wZXJmZWN0L9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
‘There’s just no relief in sight’: Canada’s inflation falls to 5.9% in January but food prices keep on soaring,Toronto Star,2023-02-21,https://news.google.com/articles/CBMilQFodHRwczovL3d3dy50aGVzdGFyLmNvbS9idXNpbmVzcy90aGVyZS1zLWp1c3Qtbm8tcmVsaWVmLWluLXNpZ2h0LWNhbmFkYS1zLWluZmxhdGlvbi1mYWxscy10by01LTktaW4vYXJ0aWNsZV9jYmY5NTRjNi0xOWVmLTU1ZjktYmVkYi04ZWIzMzQ2MzIyNmEuaHRtbNIBmQFodHRwczovL3d3dy50aGVzdGFyLmNvbS9idXNpbmVzcy90aGVyZS1zLWp1c3Qtbm8tcmVsaWVmLWluLXNpZ2h0LWNhbmFkYS1zLWluZmxhdGlvbi1mYWxscy10by01LTktaW4vYXJ0aWNsZV9jYmY5NTRjNi0xOWVmLTU1ZjktYmVkYi04ZWIzMzQ2MzIyNmEuYW1wLmh0bWw?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Expectations of One-Year Inflation Above 3 Per Cent Are Their Lowest in Years: Canadians' Inflation Expectations ...,The Conference Board of Canada,2024-02-21,https://news.google.com/articles/CBMiUGh0dHBzOi8vd3d3LmNvbmZlcmVuY2Vib2FyZC5jYS9wcm9kdWN0L2NhbmFkaWFucy1pbmZsYXRpb24tZXhwZWN0YXRpb25zX2ZlYjIwMjQv0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"Inflation has fallen, but the Bank of Canada hasn't backed off rate hikes. Here's why",CP24,2023-07-23,https://news.google.com/articles/CBMihwFodHRwczovL3d3dy5jcDI0LmNvbS9uZXdzL2luZmxhdGlvbi1oYXMtZmFsbGVuLWJ1dC10aGUtYmFuay1vZi1jYW5hZGEtaGFzbi10LWJhY2tlZC1vZmYtcmF0ZS1oaWtlcy1oZXJlLXMtd2h5LTEuNjQ5MTA5ND9jYWNoZT1hbG9mZGx6bWzSAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"An Analysis of the 2023 Consumer Price Index Basket Update, Based on 2022 Expenditures",Statistique Canada,2023-06-20,https://news.google.com/articles/CBMiRGh0dHBzOi8vd3d3MTUwLnN0YXRjYW4uZ2MuY2EvbjEvcHViLzYyZjAwMTRtLzYyZjAwMTRtMjAyMzAwMy1lbmcuaHRt0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Inflation in Canada: What economists say,CTV News,2023-07-14,https://news.google.com/articles/CBMigAFodHRwczovL3d3dy5jdHZuZXdzLmNhL2J1c2luZXNzL2FzLWluZmxhdGlvbi1pbmNoZXMtY2xvc2VyLXRvLTMtcGVyLWNlbnQtZWNvbm9taXN0cy13YXJuLXByb2dyZXNzLXdpbGwtc3RhbGwtdGhpcy15ZWFyLTEuNjQ3OTg4ONIBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Has the Bank of Canada conquered inflation? It's complicated,CBC.ca,2023-06-28,https://news.google.com/articles/CBMiTGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL2NwaS1jb21wbGljYXRlZC1jb2x1bW4tZG9uLXBpdHRpcy0xLjY4ODk4OTfSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNjg4OTg5Nw?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Inflation rate drops to 5.2% in February — but grocery prices are still up,CBC News,2023-03-21,https://news.google.com/articles/CBMiSWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL2NhbmFkYS1pbmZsYXRpb24tZmVicnVhcnktMjAyMy0xLjY3ODU0NzLSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNjc4NTQ3Mg?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"Canada's inflation rate tumbles to 3.4%, but forecasters still expect July rate hike",CP24,2023-06-27,https://news.google.com/articles/CBMi0AFodHRwczovL3d3dy5jcDI0LmNvbS9uZXdzL2NhbmFkYS1zLWluZmxhdGlvbi1yYXRlLXR1bWJsZXMtdG8tMy00LWJ1dC1mb3JlY2FzdGVycy1zdGlsbC1leHBlY3QtanVseS1yYXRlLWhpa2UtMS42NDU4MDAzP2NhY2hlPXllc2NsaXBJZDEwNDA2MjAwdGV4dCUyRmh0bWwlM0JjaGFyc2V0JTNEdXRmLTgwNDA0JTJGNy4yNjMzNTIlMkY3LjMxNDE0NSUyRjcuMzE0MTQ10gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"Proof Point: Food inflation will slow, but don't expect prices to drop",RBC Thought Leadership -,2023-06-14,https://news.google.com/articles/CBMiZmh0dHBzOi8vdGhvdWdodGxlYWRlcnNoaXAucmJjLmNvbS9wcm9vZi1wb2ludC1mb29kLWluZmxhdGlvbi13aWxsLXNsb3ctYnV0LWRvbnQtZXhwZWN0LXByaWNlcy10by1kcm9wL9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
The truth about Canadian grocery inflation,Retail Council of Canada,2023-06-20,https://news.google.com/articles/CBMiSGh0dHBzOi8vd3d3LnJldGFpbGNvdW5jaWwub3JnL3RydXRoLW9mLWNhbmFkaWFuLWdyb2NlcnktcHJpY2UtaW5mbGF0aW9uL9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"Despite News of Inflation Increases, Expectations Continue to Trend Down: Canadians' Inflation Expectations ...",The Conference Board of Canada,2023-10-04,https://news.google.com/articles/CBMiVmh0dHBzOi8vd3d3LmNvbmZlcmVuY2Vib2FyZC5jYS9wcm9kdWN0L2NhbmFkaWFucy1pbmZsYXRpb24tZXhwZWN0YXRpb25zLXNlcHRlbWJlcjIwMjMv0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Inflation's Toll on Canadian Families,TD Economics,2022-08-18,https://news.google.com/articles/CBMiKmh0dHBzOi8vZWNvbm9taWNzLnRkLmNvbS9jYS1pbmZsYXRpb24tdG9sbNIBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canadian Inflation: The Long and Winding Road,TD Economics,2022-09-07,https://news.google.com/articles/CBMiLWh0dHBzOi8vZWNvbm9taWNzLnRkLmNvbS9jYS1pbmZsLXdpbmRpbmctcm9hZNIBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
"Economic progress report: Target in sight, but we're not there yet",Bank of Canada,2023-09-07,https://news.google.com/articles/CBMiZGh0dHBzOi8vd3d3LmJhbmtvZmNhbmFkYS5jYS8yMDIzLzA5L2Vjb25vbWljLXByb2dyZXNzLXJlcG9ydC10YXJnZXQtaW4tc2lnaHQtYnV0LXdlcmUtbm90LXRoZXJlLXlldC_SAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Staying the course,Bank of Canada,2023-09-07,https://news.google.com/articles/CBMiOWh0dHBzOi8vd3d3LmJhbmtvZmNhbmFkYS5jYS8yMDIzLzA5L3N0YXlpbmctdGhlLWNvdXJzZS0yL9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canadian Survey of Consumer Expectations—Second Quarter of 2023,Bank of Canada,2023-06-30,https://news.google.com/articles/CBMiZGh0dHBzOi8vd3d3LmJhbmtvZmNhbmFkYS5jYS8yMDIzLzA2L2NhbmFkaWFuLXN1cnZleS1vZi1jb25zdW1lci1leHBlY3RhdGlvbnMtc2Vjb25kLXF1YXJ0ZXItb2YtMjAyMy_SAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Inflation in Canada down in February,CTV News,2024-03-19,https://news.google.com/articles/CBMie2h0dHBzOi8vd3d3LmN0dm5ld3MuY2EvYnVzaW5lc3MvdW5hbWJpZ3VvdXNseS1nb29kLWluZmxhdGlvbi1zbG93cy1pbi1mZWJydWFyeS1hcy1wcmljZS1ncm93dGgtdW5leHBlY3RlZGx5LWVhc2VzLTEuNjgxMzA0NNIBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
Canada's annual inflation rate holds steady at 3.1%,CTV News,2023-12-19,https://news.google.com/articles/CBMifGh0dHBzOi8vd3d3LmN0dm5ld3MuY2EvYnVzaW5lc3MvaW5mbGF0aW9uLWhvbGRzLWF0LTMtMS1pbi1ub3ZlbWJlci1hcy1wcm9ncmVzcy1pbi10YW1waW5nLWRvd24tcHJpY2UtZ3Jvd3RoLXN0YWxscy0xLjY2OTMyNzPSAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada inflation
It's never been harder to rent in Canada—vacancy rates fall to 35-year low,RBC Thought Leadership -,2024-02-01,https://news.google.com/articles/CBMibGh0dHBzOi8vdGhvdWdodGxlYWRlcnNoaXAucmJjLmNvbS9pdHMtbmV2ZXItYmVlbi1oYXJkZXItdG8tcmVudC1pbi1jYW5hZGEtdmFjYW5jeS1yYXRlcy1mYWxsLXRvLTM1LXllYXItbG93L9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"I'm 71, retired and once again looking for a home in an impossible rental market",CBC.ca,2023-10-01,https://news.google.com/articles/CBMieGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9pLW0tNzEtcmV0aXJlZC1hbmQtb25jZS1hZ2Fpbi1sb29raW5nLWZvci1hLWhvbWUtaW4tYW4taW1wb3NzaWJsZS1yZW50YWwtbWFya2V0LTEuNjk4MjA1N9IBIGh0dHBzOi8vd3d3LmNiYy5jYS9hbXAvMS42OTgyMDU3?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
What’s the average rent in Canada?,MoneySense,2024-03-12,https://news.google.com/articles/CBMiT2h0dHBzOi8vd3d3Lm1vbmV5c2Vuc2UuY2Evc3BlbmQvcmVhbC1lc3RhdGUvcmVudGluZy9hdmVyYWdlLWFza2luZy1yZW50LXByaWNlcy_SAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Canadian Rent Growth to Cool, Not Collapse, Moving Forward",TD Economics,2024-02-08,https://news.google.com/articles/CBMiKGh0dHBzOi8vZWNvbm9taWNzLnRkLmNvbS9jYS1yZW50LW91dGxvb2vSAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Rent increases slowing in Canada. Here's where price hikes are cooling most - National | Globalnews.ca,Global News,2023-12-18,https://news.google.com/articles/CBMiQGh0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzEwMTc3Mjg0L3JlbnQtcHJpY2VzLWNhbmFkYS1ub3ZlbWJlci_SAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Rent in Canada hit a new high in July as students prepped for school, buyers sidelined: report",CP24,2023-08-11,https://news.google.com/articles/CBMi2gFodHRwczovL3d3dy5jcDI0LmNvbS9uZXdzL3JlbnQtaW4tY2FuYWRhLWhpdC1hLW5ldy1oaWdoLWluLWp1bHktYXMtc3R1ZGVudHMtcHJlcHBlZC1mb3Itc2Nob29sLWJ1eWVycy1zaWRlbGluZWQtcmVwb3J0LTEuNjUxNTE1ND9jYWNoZT15ZXNjbGlwSWQxMDQwNjIwMHRleHQlMkZodG1sJTNCY2hhcnNldCUzRHV0Zi04MDQwNCUyRjcuMjU4NDU0JTJGNy42NTY2ODAlMkY3LjYzMjA3M9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
The Average Cost to Rent a One Bedroom Apartment In Canada,HGTV Canada,2024-02-26,https://news.google.com/articles/CBMiNGh0dHBzOi8vd3d3LmhndHYuY2EvYXZlcmFnZS1jb3N0LW9uZS1iZWRyb29tLWNhbmFkYS_SAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Airport rent raises airfares for Canadians,Skies Magazine,2024-01-30,https://news.google.com/articles/CBMiRWh0dHBzOi8vc2tpZXNtYWcuY29tL25ld3MvYWlycG9ydC1yZW50LXJhaXNlcy1haXJmYXJlcy1mb3ItY2FuYWRpYW5zL9IBSWh0dHBzOi8vc2tpZXNtYWcuY29tL25ld3MvYWlycG9ydC1yZW50LXJhaXNlcy1haXJmYXJlcy1mb3ItY2FuYWRpYW5zLz9hbXA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Explore Canada's Rental Landscape in 2023,CMHC,2024-01-31,https://news.google.com/articles/CBMidGh0dHBzOi8vd3d3LmNtaGMtc2NobC5nYy5jYS9ibG9nLzIwMjQvY2FuYWRhcy1yZW50YWwtbGFuZHNjYXBlLTIwMjMtc2hvdy1yZWNvcmQtbG93LXZhY2FuY2llcy1hZmZvcmRhYmlsaXR5LWNvbmNlcm5z0gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Canada's average rental rates reach $2,193",CTV News,2024-03-11,https://news.google.com/articles/CBMiXWh0dHBzOi8vd3d3LmN0dm5ld3MuY2EvY2FuYWRhL2F2ZXJhZ2UtYXNraW5nLXJlbnRhbC1wcmljZXMtcmVhY2hlZC0yLTE5My1sYXN0LW1vbnRoLTEuNjgwMjY5M9IBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Canada's soaring rent inflation: the whole story,Financial Post,2024-01-04,https://news.google.com/articles/CBMiSGh0dHBzOi8vZmluYW5jaWFscG9zdC5jb20vbmV3cy9jYW5hZGEtc29hcmluZy1yZW50LWluZmxhdGlvbi13aG9sZS1zdG9yedIBAA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"My 18-year-old son pays us rent, and I couldn't be more proud of him",CBC.ca,2024-02-04,https://news.google.com/articles/CBMiTWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9maXJzdC1wZXJzb24tbW9uZXktdGFsa3Mtd2l0aC1teS1zb24tMS43MTAyMjY00gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjcxMDIyNjQ?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Proof Point: Is Canada becoming a nation of renters?,RBC Thought Leadership -,2022-12-07,https://news.google.com/articles/CBMiVWh0dHBzOi8vdGhvdWdodGxlYWRlcnNoaXAucmJjLmNvbS9wcm9vZi1wb2ludC1pcy1jYW5hZGEtYmVjb21pbmctYS1uYXRpb24tb2YtcmVudGVycy_SAQA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Rents in Canada are through the roof. Here are the most expensive cities,Global News,2023-01-20,https://news.google.com/articles/CBMiQ2h0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzk0MjQ2NzcvcmVudC1wcmljZXMtY2FuYWRhLWphbnVhcnktMjAyMy_SAUdodHRwczovL2dsb2JhbG5ld3MuY2EvbmV3cy85NDI0Njc3L3JlbnQtcHJpY2VzLWNhbmFkYS1qYW51YXJ5LTIwMjMvYW1wLw?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Average asking rent prices in Canada up 10.5% from 2023,CP24,2024-03-11,https://news.google.com/articles/CBMiaGh0dHBzOi8vd3d3LmNwMjQuY29tL25ld3MvYXZlcmFnZS1hc2tpbmctcmVudC1wcmljZXMtcmVhY2gtMi0xOTMtaW4tZmVicnVhcnktdXAtMTAtNS1mcm9tLTIwMjMtMS42ODAyNzM00gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
Sometimes rent is more than just rent - Statistics Canada,Statistique Canada,2023-08-23,https://news.google.com/articles/CBMiR2h0dHBzOi8vd3d3LnN0YXRjYW4uZ2MuY2EvbzEvZW4vcGx1cy80MzYwLXNvbWV0aW1lcy1yZW50LW1vcmUtanVzdC1yZW500gEA?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Will Canada’s premiers tackle rental crisis next month? Advocates, tenants want action",Global News,2023-06-06,https://news.google.com/articles/CBMiR2h0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzk3NDkzMzEvY2FuYWRhLXJlbnQtY3Jpc2lzLXRlbmFudHMtcHJlbWllcnMv0gFLaHR0cHM6Ly9nbG9iYWxuZXdzLmNhL25ld3MvOTc0OTMzMS9jYW5hZGEtcmVudC1jcmlzaXMtdGVuYW50cy1wcmVtaWVycy9hbXAv?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
"Rent hits another record high in January as average asking price reaches $2,196",CBC News,2024-02-14,https://news.google.com/articles/CBMiSGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2J1c2luZXNzL3JlbnRhbHMtcmVwb3J0LWF2ZXJhZ2UtYXNraW5nLTEuNzExNDk3NtIBIGh0dHBzOi8vd3d3LmNiYy5jYS9hbXAvMS43MTE0OTc2?hl=en-CA&gl=CA&ceid=CA%3Aen,Canada rent
